room,date,price_real
пр Шевченка 10,2024-10-23,1493.33
пр Шевченка 10,2024-10-24,1493.33
пр Шевченка 10,2024-10-25,1493.33
пр Шевченка 10,2024-10-26,1493.33
пр Шевченка 10,2024-10-27,1493.33
пр Шевченка 10,2024-10-28,1493.33
пр Шевченка 10,2024-10-29,1493.33
Балабана 23,2024-10-15,3000.0
Франка 28,2024-10-15,1800.0
Франка 28,2024-10-16,1800.0
Чайковського 26,2024-10-15,1600.0
Балабана 3,2024-10-15,1800.0
Куліша 47а,2024-10-15,2800.0
Куліша 47а,2024-10-16,2800.0
Газова 10,2024-10-15,1600.0
ковжуна 2/9,2024-10-15,1100.0
Шевченка 38/1,2024-10-15,1500.0
Шевченка 19,2024-10-15,1800.0
Балабана 23/1,2024-10-15,1700.0
Хмельницького 37,2024-10-15,1500.0
ковжуна 2/8,2024-10-15,990.0
ковжуна 2/8,2024-10-16,990.0
Ковжуна 2/2,2024-10-15,1080.0
Ковжуна 2/2,2024-10-16,1080.0
Ковжуна 2/2,2024-10-17,1080.0
Городоцька 33,2024-10-15,1394.21
Ковжуна 2/7,2024-10-15,1080.0
Ковжуна 2/7,2024-10-16,1080.0
Ковжуна 2/1,2024-10-15,990.0
Городоцька 31,2024-10-15,2459.78
Ковжуна 2/5,2024-10-15,990.0
Сербська 6,2024-10-15,984.0
Городоцька 33,2024-10-16,1800.0
Городоцька 33,2024-10-17,1800.0
Шевченка 38/1,2024-10-16,1500.0
Шевченка 38/1,2024-10-17,1500.0
Газова 10,2024-10-16,1700.0
ковжуна 2/9,2024-10-16,1200.0
Шевченка 19,2024-10-16,1800.0
Балабана 23/1,2024-10-16,1700.0
Чайковського 26,2024-10-16,1650.0
Чайковського 26,2024-10-17,1650.0
Наливайка 13,2024-10-16,1800.0
Ковжуна 2/4,2024-10-16,1080.0
Ковжуна 2/1,2024-10-16,1080.0
Ковжуна 2/1,2024-10-17,1080.0
Джерельна 34,2024-10-16,2450.0
Джерельна 34,2024-10-17,2450.0
Пекарська 32,2024-10-16,2500.0
Чорновола 1,2024-10-16,2400.0
Мосяжна 4,2024-10-16,3000.0
Ковжуна 2/5,2024-10-16,902.04
Городоцька 31,2024-10-16,2900.0
Городоцька 31,2024-10-17,2900.0
Сербська 6,2024-10-16,1300.0
Хмельницького 37,2024-10-17,1300.0
Ковжуна 2/4,2024-10-17,1750.0
Ковжуна 2/4,2024-10-18,1750.0
Ковжуна 2/4,2024-10-19,1750.0
Цехова 9,2024-10-17,1600.0
Куліша 47а,2024-10-17,2800.0
Мосяжна 4,2024-10-17,3000.0
Шевченка 19,2024-10-17,1800.0
Газова 10,2024-10-17,2100.0
Газова 10,2024-10-18,2100.0
ковжуна 2/9,2024-10-17,1080.0
Балабана 23,2024-10-17,2600.0
Франка 14,2024-10-17,2600.0
Наливайка 13,2024-10-17,1475.89
Балабана 23/1,2024-10-17,1800.0
ковжуна 2/8,2024-10-17,900.0
Ковжуна 2/5,2024-10-17,984.0
Пекарська 32,2024-10-17,3166.67
Пекарська 32,2024-10-18,3166.67
Пекарська 32,2024-10-19,3166.67
Чорновола 1,2024-10-17,2200.0
Вірменська 13,2024-10-17,1800.0
Сербська 6,2024-10-17,1300.0
Цехова 9,2024-10-18,2000.0
Ковжуна 2/5,2024-10-18,1850.0
Сербська 6,2024-10-18,1850.0
Городоцька 33,2024-10-18,2500.0
Балабана 3,2024-10-18,2800.0
Куліша 47а,2024-10-18,3500.0
Цехова 9,2024-10-19,2200.0
Цехова 9,2024-10-20,2200.0
Чайковського 26,2024-10-18,2600.0
Чайковського 26,2024-10-19,2600.0
Шевченка 19,2024-10-18,2800.0
Шевченка 19,2024-10-19,2800.0
Ковжуна 2/3,2024-10-18,1783.33
Ковжуна 2/3,2024-10-19,1783.33
Ковжуна 2/3,2024-10-20,1783.33
Шевченка 38/1,2024-10-18,2025.0
Шевченка 38/1,2024-10-19,2025.0
Шевченка 38/1,2024-10-20,2025.0
Шевченка 38/1,2024-10-21,2025.0
Ковжуна 2/7,2024-10-18,1395.0
Джерельна 34,2024-10-18,3533.33
Джерельна 34,2024-10-19,3533.33
Джерельна 34,2024-10-20,3533.33
Підмурна 24,2024-10-18,2400.0
Підмурна 24,2024-10-19,2400.0
Наливайка 13,2024-10-18,2296.0
Наливайка 13,2024-10-19,2296.0
Словацького 8,2024-10-18,2400.0
Словацького 8,2024-10-19,2400.0
Балабана 23/1,2024-10-18,2132.0
Франка 28,2024-10-18,2800.0
Хмельницького 37,2024-10-18,2400.0
Хмельницького 37,2024-10-19,2400.0
Балабана 23,2024-10-18,3280.0
Балабана 23,2024-10-19,3280.0
Франка 14,2024-10-18,4000.0
Чорновола 1,2024-10-18,2665.0
Чорновола 1,2024-10-19,2665.0
Сербська 6/1,2024-10-18,1300.0
Вірменська 13,2024-10-18,2200.0
Вірменська 13,2024-10-19,2200.0
Вірменська 13,2024-10-20,2200.0
Вірменська 13,2024-10-21,2200.0
Куліша 47а,2024-10-19,3533.33
Куліша 47а,2024-10-20,3533.33
Куліша 47а,2024-10-21,3533.33
Куліша 47а,2024-10-22,3533.33
Куліша 47а,2024-10-23,3533.33
ковжуна 2/8,2024-10-18,1732.5
ковжуна 2/8,2024-10-19,1732.5
ковжуна 2/9,2024-10-18,1395.0
Городоцька 31,2024-10-18,2800.0
Мосяжна 4,2024-10-18,3500.0
Ковжуна 2/1,2024-10-18,1665.0
Ковжуна 2/1,2024-10-19,1665.0
Ковжуна 2/2,2024-10-18,1440.0
Ковжуна 2/2,2024-10-19,1440.0
Городоцька 31,2024-10-19,3200.0
Городоцька 31,2024-10-20,3200.0
Городоцька 31,2024-10-21,3200.0
Городоцька 31,2024-10-22,3200.0
Городоцька 31,2024-10-23,3200.0
Городоцька 33,2024-10-19,1886.0
Городоцька 33,2024-10-20,1886.0
Балабана 23/1,2024-10-19,2460.18
Ковжуна 2/5,2024-10-19,1980.0
ковжуна 2/9,2024-10-19,1800.0
Ковжуна 2/7,2024-10-19,1462.5
Ковжуна 2/7,2024-10-20,1462.5
Мосяжна 4,2024-10-19,3444.0
Франка 28,2024-10-19,2600.0
Газова 10,2024-10-19,2296.0
Франка 14,2024-10-19,4000.0
Балабана 3,2024-10-19,2800.0
Сербська 6,2024-10-19,1850.0
nan,2024-10-19,2000.0
Сербська 6/1,2024-10-19,1475.0
Сербська 6/1,2024-10-20,1475.0
Газова 10,2024-10-20,1800.0
Газова 10,2024-10-21,1800.0
Пекарська 32,2024-10-20,2500.0
Балабана 23/1,2024-10-20,2000.0
Газова 10,2024-10-22,1971.43
Газова 10,2024-10-23,1971.43
Газова 10,2024-10-24,1971.43
Газова 10,2024-10-25,1971.43
Газова 10,2024-10-26,1971.43
Мосяжна 4,2024-10-20,2800.0
Чайковського 26,2024-10-20,1850.0
Чайковського 26,2024-10-21,1850.0
Чайковського 26,2024-10-22,1850.0
Чайковського 26,2024-10-23,1850.0
Чайковського 26,2024-10-24,1850.0
Чайковського 26,2024-10-25,1850.0
Словацького 8,2024-10-20,1500.0
Ковжуна 2/1,2024-10-20,1170.0
Ковжуна 2/3,2024-10-21,956.6
Ковжуна 2/3,2024-10-22,956.6
Хмельницького 37,2024-10-20,1230.03
Хмельницького 37,2024-10-21,1230.03
ковжуна 2/9,2024-10-20,990.0
Ковжуна 2/5,2024-10-20,1170.0
Ковжуна 2/5,2024-10-21,1170.0
ковжуна 2/8,2024-10-20,984.01
ковжуна 2/8,2024-10-21,984.01
ковжуна 2/8,2024-10-22,984.01
Ковжуна 2/4,2024-10-20,1170.0
Ковжуна 2/4,2024-10-21,1170.0
Ковжуна 2/4,2024-10-22,1170.0
Балабана 3,2024-10-20,2000.0
Балабана 3,2024-10-21,2000.0
Підмурна 24,2024-10-20,1229.99
Франка 14,2024-10-20,3000.0
Франка 14,2024-10-21,3000.0
Франка 14,2024-10-22,3000.0
Франка 14,2024-10-23,3000.0
Франка 14,2024-10-24,3000.0
Ковжуна 2/2,2024-10-20,1080.0
Франка 28,2024-10-20,1800.0
Наливайка 13,2024-10-20,1476.19
Сербська 6,2024-10-20,1066.2
Балабана 23,2024-10-20,2900.0
Балабана 23,2024-10-21,2900.0
Сербська 6/1,2024-10-21,1300.0
Сербська 6/1,2024-10-22,1300.0
Сербська 6/1,2024-10-23,1300.0
Сербська 6/1,2024-10-24,1300.0
ковжуна 2/9,2024-10-21,1200.0
ковжуна 2/9,2024-10-22,1200.0
ковжуна 2/9,2024-10-23,1200.0
Пекарська 32,2024-10-21,2500.0
Цехова 9,2024-10-21,2120.0
Цехова 9,2024-10-22,2120.0
Цехова 9,2024-10-23,2120.0
Цехова 9,2024-10-24,2120.0
Цехова 9,2024-10-25,2120.0
Ковжуна 2/7,2024-10-21,1200.0
Чорновола 1,2024-10-21,2000.0
Балабана 23/1,2024-10-21,2200.0
Балабана 23/1,2024-10-22,2200.0
Балабана 23/1,2024-10-23,2200.0
Балабана 23/1,2024-10-24,2200.0
Ковжуна 2/2,2024-10-21,1200.0
Ковжуна 2/2,2024-10-22,1200.0
Словацького 8,2024-10-21,1566.67
Словацького 8,2024-10-22,1566.67
Словацького 8,2024-10-23,1566.67
Ковжуна 2/1,2024-10-21,1170.0
Наливайка 13,2024-10-21,1640.0
Наливайка 13,2024-10-22,1640.0
Наливайка 13,2024-10-23,1640.0
Городоцька 33,2024-10-21,1476.0
Підмурна 24,2024-10-21,1550.0
Підмурна 24,2024-10-22,1550.0
Шевченка 60,2024-10-21,1738.39
Шевченка 60,2024-10-22,1738.39
Шевченка 60,2024-10-23,1738.39
Шевченка 60,2024-10-24,1738.39
Шевченка 60,2024-10-25,1738.39
Мосяжна 4,2024-10-21,2800.0
Мосяжна 4,2024-10-22,2800.0
Балабана 3,2024-10-22,2000.0
Франка 28,2024-10-22,2150.0
Франка 28,2024-10-23,2150.0
Франка 28,2024-10-24,2150.0
Франка 28,2024-10-25,2150.0
Ковжуна 2/5,2024-10-22,1200.0
Городоцька 33,2024-10-22,2050.0
Городоцька 33,2024-10-23,2050.0
Городоцька 33,2024-10-24,2050.0
Городоцька 33,2024-10-25,2050.0
Ковжуна 2/1,2024-10-22,1170.0
Балабана 23,2024-10-22,3056.62
Балабана 23,2024-10-23,3056.62
Балабана 23,2024-10-24,3056.62
Балабана 23,2024-10-25,3056.62
Сербська 6,2024-10-22,956.73
Сербська 6,2024-10-23,956.73
Сербська 6,2024-10-24,956.73
Ковжуна 2/7,2024-10-22,990.0
Чорновола 1,2024-10-22,2100.0
Чорновола 1,2024-10-23,2100.0
Вірменська 13,2024-10-22,1476.01
Вірменська 13,2024-10-23,1476.01
Балабана 3,2024-10-23,2000.0
Джерельна 34,2024-10-23,2800.0
Ковжуна 2/3,2024-10-23,1300.0
Мосяжна 4,2024-10-23,2800.0
Підмурна 24,2024-10-23,1866.67
Підмурна 24,2024-10-24,1866.67
Підмурна 24,2024-10-25,1866.67
Шевченка 38/1,2024-10-23,1600.0
Ковжуна 2/2,2024-10-23,1100.0
Хмельницького 37,2024-10-23,1500.0
Пекарська 32,2024-10-23,2500.0
Ковжуна 2/1,2024-10-23,1170.0
Ковжуна 2/1,2024-10-24,1170.0
ковжуна 2/8,2024-10-23,1065.8
Ковжуна 2/7,2024-10-24,2116.67
Ковжуна 2/7,2024-10-25,2116.67
Ковжуна 2/7,2024-10-26,2116.67
Шевченка 38/1,2024-10-24,1600.0
Мосяжна 4,2024-10-24,3000.0
Пекарська 32,2024-10-24,2500.0
Ковжуна 2/2,2024-10-24,1100.0
Куліша 47а,2024-10-24,2800.0
Хмельницького 37,2024-10-24,1500.0
Ковжуна 2/3,2024-10-24,1080.0
Балабана 3,2024-10-24,1800.0
Наливайка 13,2024-10-24,1476.15
Чорновола 1,2024-10-24,1804.0
Ковжуна 2/5,2024-10-24,983.95
Джерельна 34,2024-10-24,2600.0
ковжуна 2/8,2024-10-24,1080.0
ковжуна 2/9,2024-10-24,1590.0
ковжуна 2/9,2024-10-25,1590.0
ковжуна 2/9,2024-10-26,1590.0
Ковжуна 2/4,2024-10-24,1170.0
Ковжуна 2/5,2024-10-25,1250.0
Пекарська 32,2024-10-25,3500.0
Пекарська 32,2024-10-26,3500.0
Шевченка 19,2024-10-25,2600.0
Шевченка 19,2024-10-26,2600.0
Вірменська 13,2024-10-25,2500.0
Вірменська 13,2024-10-26,2500.0
Джерельна 34,2024-10-25,4000.0
Балабана 23/1,2024-10-25,2600.0
Франка 14,2024-10-25,2624.12
ковжуна 2/8,2024-10-25,1665.0
Чорновола 1,2024-10-25,3000.0
Чорновола 1,2024-10-26,3000.0
Ковжуна 2/2,2024-10-25,1665.0
Ковжуна 2/2,2024-10-26,1665.0
Ковжуна 2/3,2024-10-25,1395.0
Балабана 3,2024-10-25,2600.0
Балабана 3,2024-10-26,2600.0
Балабана 3,2024-10-27,2600.0
Наливайка 13,2024-10-25,2800.0
Наливайка 13,2024-10-26,2800.0
Ковжуна 2/1,2024-10-25,1620.0
Ковжуна 2/4,2024-10-25,1470.0
Ковжуна 2/4,2024-10-26,1470.0
Ковжуна 2/4,2024-10-27,1470.0
Сербська 6/1,2024-10-25,1600.0
Сербська 6/1,2024-10-26,1600.0
Сербська 6/1,2024-10-27,1600.0
Словацького 8,2024-10-25,1968.0
Словацького 8,2024-10-26,1968.0
Мосяжна 4,2024-10-25,3443.85
Сербська 6,2024-10-25,1517.0
Шевченка 38/1,2024-10-25,1721.92
Шевченка 38/1,2024-10-26,1721.92
Городоцька 31,2024-10-25,3280.0
Городоцька 31,2024-10-26,3280.0
Хмельницького 37,2024-10-25,2000.0
Куліша 47а,2024-10-25,2733.33
Куліша 47а,2024-10-26,2733.33
Куліша 47а,2024-10-27,2733.33
Куліша 47а,2024-10-28,2733.33
Куліша 47а,2024-10-29,2733.33
Куліша 47а,2024-10-30,2733.33
Балабана 23,2024-10-26,3425.0
Балабана 23,2024-10-27,3425.0
Балабана 23,2024-10-28,3425.0
Балабана 23,2024-10-29,3425.0
Балабана 23,2024-10-30,3425.0
Балабана 23,2024-10-31,3425.0
Балабана 23,2024-11-01,3425.0
Балабана 23,2024-11-02,3425.0
Джерельна 34,2024-10-26,3342.86
Джерельна 34,2024-10-27,3342.86
Джерельна 34,2024-10-28,3342.86
Джерельна 34,2024-10-29,3342.86
Джерельна 34,2024-10-30,3342.86
Джерельна 34,2024-10-31,3342.86
Джерельна 34,2024-11-01,3342.86
Городоцька 33,2024-10-26,2300.0
Городоцька 33,2024-10-27,2300.0
Ковжуна 2/3,2024-10-26,2500.0
Франка 28,2024-10-26,2800.0
Цехова 9,2024-10-26,2050.0
Цехова 9,2024-10-27,2050.0
Цехова 9,2024-10-28,2050.0
Цехова 9,2024-10-29,2050.0
Цехова 9,2024-10-30,2050.0
Цехова 9,2024-10-31,2050.0
Цехова 9,2024-11-01,2050.0
Цехова 9,2024-11-02,2050.0
Мосяжна 4,2024-10-26,4100.0
Мосяжна 4,2024-10-27,4100.0
Газова 10,2024-10-27,2066.67
Газова 10,2024-10-28,2066.67
Підмурна 24,2024-10-26,2600.0
Чайковського 26,2024-10-26,3200.0
Ковжуна 2/5,2024-10-26,2150.0
Хмельницького 37,2024-10-26,1968.15
Ковжуна 2/1,2024-10-26,1417.5
Ковжуна 2/1,2024-10-27,1417.5
Франка 14,2024-10-26,3342.86
Франка 14,2024-10-27,3342.86
Франка 14,2024-10-28,3342.86
Франка 14,2024-10-29,3342.86
Франка 14,2024-10-30,3342.86
Франка 14,2024-10-31,3342.86
Франка 14,2024-11-01,3342.86
Сербська 6,2024-10-26,1933.33
Сербська 6,2024-10-27,1933.33
Сербська 6,2024-10-28,1933.33
Балабана 23/1,2024-10-26,2296.0
ковжуна 2/8,2024-10-26,1845.0
Вірменська 13,2024-10-27,2500.0
Ковжуна 2/3,2024-10-27,1500.0
Ковжуна 2/3,2024-10-28,1500.0
Ковжуна 2/3,2024-10-29,1500.0
Ковжуна 2/3,2024-10-30,1500.0
Підмурна 24,2024-10-27,1900.0
Балабана 23/1,2024-10-27,2000.0
Чайковського 26,2024-10-27,1800.0
Чайковського 26,2024-10-28,1800.0
Словацького 8,2024-10-27,1800.0
Шевченка 19,2024-10-27,2800.0
Франка 28,2024-10-27,2120.0
Франка 28,2024-10-28,2120.0
Франка 28,2024-10-29,2120.0
Франка 28,2024-10-30,2120.0
Франка 28,2024-10-31,2120.0
Чорновола 1,2024-10-27,2200.0
ковжуна 2/8,2024-10-27,1260.0
ковжуна 2/8,2024-10-28,1260.0
ковжуна 2/8,2024-10-29,1260.0
ковжуна 2/9,2024-10-27,1080.0
Чорновола 1,2024-10-28,2533.33
Чорновола 1,2024-10-29,2533.33
Ковжуна 2/5,2024-10-27,1170.0
Ковжуна 2/5,2024-10-28,1170.0
Городоцька 31,2024-10-27,3000.0
Ковжуна 2/2,2024-10-27,1170.0
Ковжуна 2/2,2024-10-28,1170.0
Ковжуна 2/2,2024-10-29,1170.0
Пекарська 32,2024-10-27,2500.0
Ковжуна 2/7,2024-10-27,1170.0
Шевченка 38/1,2024-10-27,1700.0
Шевченка 38/1,2024-10-28,1700.0
Шевченка 38/1,2024-10-29,1700.0
Шевченка 38/1,2024-10-30,1700.0
Хмельницького 37,2024-10-27,1700.0
Хмельницького 37,2024-10-28,1700.0
Наливайка 13,2024-10-27,1639.89
Ковжуна 2/4,2024-10-28,1300.0
Ковжуна 2/4,2024-10-29,1300.0
Городоцька 33,2024-10-28,2066.67
Городоцька 33,2024-10-29,2066.67
Городоцька 33,2024-10-30,2066.67
Наливайка 13,2024-10-28,2200.0
Балабана 23/1,2024-10-28,2200.0
Балабана 23/1,2024-10-29,2200.0
Балабана 23/1,2024-10-30,2200.0
Підмурна 24,2024-10-28,1800.0
Пекарська 32,2024-10-28,2500.0
Пекарська 32,2024-10-29,2500.0
Сербська 6/1,2024-10-28,1400.0
Мосяжна 4,2024-10-28,3200.0
Мосяжна 4,2024-10-29,3200.0
Городоцька 31,2024-10-28,3200.0
Городоцька 31,2024-10-29,3200.0
Шевченка 19,2024-10-28,2200.0
Словацького 8,2024-10-28,1475.99
Словацького 8,2024-10-29,1475.99
Словацького 8,2024-10-30,1475.99
ковжуна 2/9,2024-10-28,1260.0
ковжуна 2/9,2024-10-29,1260.0
Ковжуна 2/7,2024-10-28,1170.0
Ковжуна 2/7,2024-10-29,1170.0
Вірменська 13,2024-10-28,1804.06
Вірменська 13,2024-10-29,1804.06
Вірменська 13,2024-10-30,1804.06
Чорновола 1,2024-10-30,2400.0
Чорновола 1,2024-10-31,2400.0
Хмельницького 37,2024-10-29,2100.0
Хмельницького 37,2024-10-30,2100.0
Чайковського 26,2024-10-29,1800.0
Підмурна 24,2024-10-29,2000.0
Підмурна 24,2024-10-30,2000.0
Підмурна 24,2024-10-31,2000.0
Підмурна 24,2024-11-01,2000.0
Газова 10,2024-10-29,1800.0
Газова 10,2024-10-30,1800.0
Ковжуна 2/1,2024-10-29,1350.0
Балабана 3,2024-10-29,2400.0
Шевченка 19,2024-10-29,1640.17
Сербська 6,2024-10-29,1229.89
Ковжуна 2/5,2024-10-29,1170.0
Ковжуна 2/5,2024-10-30,1170.0
Сербська 6/1,2024-10-29,1200.0
Сербська 6/1,2024-10-30,1200.0
Наливайка 13,2024-10-29,1639.89
Наливайка 13,2024-10-30,1639.89
Балабана 3,2024-10-30,2400.0
Балабана 3,2024-10-31,2400.0
Балабана 3,2024-11-01,2400.0
Сербська 6,2024-10-30,1400.0
Шевченка 19,2024-10-30,2400.0
Шевченка 19,2024-10-31,2400.0
Городоцька 31,2024-10-30,3700.0
Городоцька 31,2024-10-31,3700.0
Ковжуна 2/7,2024-10-30,1528.57
Ковжуна 2/7,2024-10-31,1528.57
Ковжуна 2/7,2024-11-01,1528.57
Ковжуна 2/7,2024-11-02,1528.57
Ковжуна 2/7,2024-11-03,1528.57
Ковжуна 2/7,2024-11-04,1528.57
Ковжуна 2/7,2024-11-05,1528.57
Пекарська 32,2024-10-30,3500.0
Ковжуна 2/1,2024-10-30,1575.0
Ковжуна 2/1,2024-10-31,1575.0
Ковжуна 2/1,2024-11-01,1575.0
Ковжуна 2/1,2024-11-02,1575.0
Чайковського 26,2024-10-30,2466.67
Чайковського 26,2024-10-31,2466.67
Чайковського 26,2024-11-01,2466.67
Мосяжна 4,2024-10-30,2869.9
Ковжуна 2/2,2024-10-30,1170.0
Ковжуна 2/4,2024-10-30,1417.5
Ковжуна 2/4,2024-10-31,1417.5
Ковжуна 2/4,2024-11-01,1417.5
Ковжуна 2/4,2024-11-02,1417.5
ковжуна 2/9,2024-10-30,1350.0
ковжуна 2/9,2024-10-31,1350.0
ковжуна 2/8,2024-10-30,1260.0
ковжуна 2/8,2024-10-31,1260.0
Балабана 23/1,2024-10-31,2600.0
Балабана 23/1,2024-11-01,2600.0
Балабана 23/1,2024-11-02,2600.0
Ковжуна 2/5,2024-10-31,1500.0
Куліша 47а,2024-10-31,4333.33
Куліша 47а,2024-11-01,4333.33
Куліша 47а,2024-11-02,4333.33
Газова 10,2024-10-31,2400.0
Мосяжна 4,2024-10-31,3500.0
Вірменська 13,2024-10-31,2200.0
Шевченка 38/1,2024-10-31,2100.0
Шевченка 38/1,2024-11-01,2100.0
Шевченка 38/1,2024-11-02,2100.0
Шевченка 38/1,2024-11-03,2100.0
Шевченка 60,2024-10-31,2200.0
Хмельницького 37,2024-10-31,2000.0
Словацького 8,2024-10-31,2200.0
Шевченка 38,2024-10-31,1600.0
Ковжуна 2/2,2024-10-31,1170.0
Ковжуна 2/3,2024-10-31,1414.51
Ковжуна 2/3,2024-11-01,1414.51
Городоцька 31,2024-11-01,3700.0
Наливайка 13,2024-10-31,1804.0
Пекарська 32,2024-10-31,2500.0
Городоцька 33,2024-10-31,2050.07
Городоцька 33,2024-11-01,2050.07
Сербська 6,2024-10-31,1700.0
Сербська 6,2024-11-01,1700.0
Вірменська 13,2024-11-01,2500.0
Газова 10,2024-11-01,2800.0
Газова 10,2024-11-02,2800.0
ковжуна 2/9,2024-11-01,1850.0
ковжуна 2/9,2024-11-02,1850.0
ковжуна 2/8,2024-11-01,1850.0
Хмельницького 37,2024-11-01,2600.0
Хмельницького 37,2024-11-02,2600.0
Чорновола 1,2024-11-01,3200.0
Чорновола 1,2024-11-02,3200.0
Франка 28,2024-11-01,3500.0
Франка 28,2024-11-02,3500.0
Шевченка 60,2024-11-01,2900.0
Шевченка 60,2024-11-02,2900.0
Куліша 47а,2024-11-03,4233.33
Шевченка 38,2024-11-01,2600.0
Городоцька 33/1,2024-11-01,1800.0
Ковжуна 2/5,2024-11-01,1935.0
Ковжуна 2/5,2024-11-02,1935.0
Шевченка 19,2024-11-01,1944.57
Шевченка 19,2024-11-02,1944.57
Шевченка 19,2024-11-03,1944.57
Шевченка 19,2024-11-04,1944.57
Шевченка 19,2024-11-05,1944.57
Шевченка 19,2024-11-06,1944.57
Шевченка 19,2024-11-07,1944.57
Мосяжна 4,2024-11-01,3628.57
Мосяжна 4,2024-11-02,3628.57
Мосяжна 4,2024-11-03,3628.57
Мосяжна 4,2024-11-04,3628.57
Мосяжна 4,2024-11-05,3628.57
Мосяжна 4,2024-11-06,3628.57
Мосяжна 4,2024-11-07,3628.57
Городоцька 31,2024-11-02,4200.0
Ковжуна 2/2,2024-11-01,1935.0
Ковжуна 2/2,2024-11-02,1935.0
Пекарська 32,2024-11-01,2500.0
Ковжуна 2/6,2024-11-01,1260.0
Словацького 8,2024-11-01,2550.0
Словацького 8,2024-11-02,2550.0
Наливайка 13,2024-11-01,2296.0
Наливайка 13,2024-11-02,2296.0
Пекарська 32,2024-11-02,3166.67
Пекарська 32,2024-11-03,3166.67
Городоцька 33,2024-11-02,2500.0
Городоцька 33,2024-11-03,2500.0
Вірменська 13,2024-11-02,2250.0
Вірменська 13,2024-11-03,2250.0
Сербська 6,2024-11-02,2000.0
Франка 28,2024-11-03,2950.0
Чайковського 26,2024-11-02,3200.0
Шевченка 38,2024-11-02,2800.0
ковжуна 2/8,2024-11-02,1665.0
Сербська 6/1,2024-11-02,1750.0
Ковжуна 2/3,2024-11-02,1620.0
Джерельна 34,2024-11-02,3700.0
Джерельна 34,2024-11-03,3700.0
Ковжуна 2/6,2024-11-02,1845.0
Балабана 3,2024-11-02,2800.0
Підмурна 24,2024-11-02,1803.94
Підмурна 24,2024-11-03,1803.94
Городоцька 33/1,2024-11-02,3500.0
Франка 14,2024-11-02,3700.0
Франка 14,2024-11-03,3700.0
Ковжуна 2/5,2024-11-03,1800.0
Городоцька 33/1,2024-11-03,2200.0
Шевченка 60,2024-11-03,1800.0
Хмельницького 37,2024-11-03,1800.0
Ковжуна 2/3,2024-11-03,1500.0
Балабана 23,2024-11-03,2800.0
Газова 10,2024-11-03,1800.0
Хмельницького 37,2024-11-04,1800.0
Балабана 3,2024-11-03,2200.0
Балабана 3,2024-11-04,2200.0
Балабана 23/1,2024-11-03,2000.0
Городоцька 31,2024-11-03,3200.0
Ковжуна 2/6,2024-11-03,1260.0
Наливайка 13,2024-11-03,1475.74
Словацького 8,2024-11-03,1662.5
Словацького 8,2024-11-04,1662.5
ковжуна 2/8,2024-11-03,1170.0
Сербська 6,2024-11-03,1300.0
Ковжуна 2/1,2024-11-03,1260.0
Ковжуна 2/1,2024-11-04,1260.0
Вірменська 13,2024-11-04,1800.0
ковжуна 2/9,2024-11-03,1260.0
Цехова 9,2024-11-03,2050.0
Ковжуна 2/4,2024-11-03,1260.0
Сербська 6/1,2024-11-03,1200.0
Ковжуна 2/2,2024-11-03,1140.0
Ковжуна 2/2,2024-11-04,1140.0
Ковжуна 2/2,2024-11-05,1140.0
Шевченка 38,2024-11-03,1475.93
Шевченка 38,2024-11-04,1475.93
Сербська 6,2024-11-04,1300.0
Чорновола 1,2024-11-04,2200.0
Хмельницького 37,2024-11-05,1600.0
Підмурна 24,2024-11-04,1942.86
Підмурна 24,2024-11-05,1942.86
Підмурна 24,2024-11-06,1942.86
Підмурна 24,2024-11-07,1942.86
Підмурна 24,2024-11-08,1942.86
Підмурна 24,2024-11-09,1942.86
Підмурна 24,2024-11-10,1942.86
Куліша 47а,2024-11-04,3000.0
Балабана 23,2024-11-04,2500.0
Балабана 23,2024-11-05,2500.0
Куліша 47а,2024-11-05,3200.0
Цехова 9,2024-11-04,1800.0
Цехова 9,2024-11-05,1800.0
Цехова 9,2024-11-06,1800.0
Цехова 9,2024-11-07,1800.0
Шевченка 38/1,2024-11-04,1700.0
Шевченка 38/1,2024-11-05,1700.0
Шевченка 38/1,2024-11-06,1700.0
Шевченка 60,2024-11-04,1700.0
Шевченка 60,2024-11-05,1700.0
Шевченка 60,2024-11-06,1700.0
Шевченка 60,2024-11-07,1700.0
Городоцька 33,2024-11-04,2000.0
Городоцька 33,2024-11-05,2000.0
Вірменська 13,2024-11-05,1700.0
Ковжуна 2/6,2024-11-04,1147.95
Ковжуна 2/6,2024-11-05,1147.95
Наливайка 13,2024-11-04,1476.11
Наливайка 13,2024-11-05,1476.11
Ковжуна 2/3,2024-11-04,983.98
Ковжуна 2/3,2024-11-05,983.98
Ковжуна 2/3,2024-11-06,983.98
Ковжуна 2/3,2024-11-07,983.98
Ковжуна 2/5,2024-11-04,984.07
Газова 10,2024-11-04,1800.0
Пекарська 32,2024-11-05,2500.0
Балабана 23/1,2024-11-05,2000.0
Балабана 23/1,2024-11-06,2000.0
Городоцька 31,2024-11-05,3000.0
Джерельна 34,2024-11-05,2800.0
Джерельна 34,2024-11-06,2800.0
Городоцька 33/1,2024-11-05,1800.0
Газова 10,2024-11-05,1600.0
ковжуна 2/8,2024-11-05,1100.0
Словацького 8,2024-11-05,1500.0
Сербська 6/1,2024-11-05,1000.0
Ковжуна 2/5,2024-11-05,902.0
Ковжуна 2/5,2024-11-06,902.0
